Domain,Sub_domain,Question,
금융보안법률,전자금융,"In which cases can the Bank of Korea request an inspection from the Financial Supervisory Service?
1 To strengthen the security of electronic financial transactions
2 To implement monetary and credit policies
3 To analyze the business performance of financial institutions
4 To conduct statistical surveys of electronic financial transactions",
금융보안법률,전자금융,"Which of the following is NOT a management guideline that electronic financial business operators are required to comply with?
1 Capital adequacy
2 Soundness of assets
3 Liquidity
4 Customer satisfaction",
금융보안법률,전자금융,"What is the most appropriate reason why an electronic financial business operator should separate accounting processes?
1 To gain customers' trust
2 To ensure management transparency
3 To increase employee satisfaction
4 To expand market share",
금융보안법률,전자금융,"Which of the following is NOT a valid reason for the Financial Services Commission to revoke the license or registration of an electronic financial business operator?

1 If the license was obtained by fraudulent means  
2 If the operator violated a business suspension order  
3 If the operator has not conducted business for over a year  
4 If the operator continued to carry out payment and settlement operations for electronic financial transactions",
금융보안법률,전자금융,"Which of the following is a valid reason for the Financial Services Commission to order a suspension of business for an electronic financial business operator?
1 In case of violation of Article 6, Paragraph 1
2 In case of obtaining approval by fraudulent means
3 In case of business termination due to a corporate merger
4 In case of continuing operations for payment and settlement of electronic financial transactions",
금융보안법률,전자금융,"According to Article 44 of the Electronic Financial Transactions Act, in which case is a hearing procedure required?
1 Suspension of electronic financial transactions
2 Cancellation of registration of an electronic financial business operator
3 Change in fees for electronic financial transactions
4 Security inspection of electronic financial transactions",
금융보안법률,전자금융,"Which of the following is NOT a correct condition required for the termination of electronic financial business?
1 There must be unavoidable circumstances in light of the management and financial status of the financial company.
2 The termination must not hinder the protection of electronic money users and merchants or the maintenance of credit order.
3 There must be a defect in the procedures carried out under relevant laws and regulations.
4 Approval from the Financial Services Commission must be obtained.",
금융보안법률,전자금융,"Which of the following is correct regarding the preliminary approval process under Article 45-2 of the Electronic Financial Transactions Act?

1 Preliminary approval can be applied for even if the requirements for final approval are not met.
2 When the person who received preliminary approval applies for final approval, the Financial Services Commission checks whether the conditions of the preliminary approval have been fulfilled.
3 The preliminary approval process is conducted in the same manner as the final approval process.
4 A person who has received preliminary approval does not need to apply for final approval.",
금융보안법률,전자금융,"Which of the following is a correct action that the Financial Services Commission can take regarding preliminary approval?

1 It cannot impose additional conditions on those who have received preliminary approval.
2 It can request the opinions of interested parties when a preliminary approval application is submitted.
3 Those who have received preliminary approval can ignore the conditions of the preliminary approval when applying for final approval.
4 Those who have received preliminary approval can start business operations without applying for final approval.",
금융보안법률,전자금융,"What is the maximum fine that the Financial Services Commission can impose if an electronic financial business operator provides or leaks electronic financial transaction information to a third party?
1 1 billion won
2 2 billion won
3 5 billion won
4 10 billion won",
금융보안법률,전자금융,"What is the maximum amount of a penalty that the Financial Services Commission can impose in lieu of a business suspension order?
1 10 million won
2 30 million won
3 50 million won
4 100 million won",
금융보안법률,전자금융,"Which of the following statements about the refund of overpaid amounts is correct?

1 The Financial Services Commission cannot use the overpaid amount to offset other fines owed by the recipient when refunding overpaid amounts.
2 When refunding overpaid amounts, the Financial Services Commission must pay additional refund interest by applying the additional interest rate.
3 The Financial Services Commission refunds overpaid amounts only when the recipient makes a claim.
4 The Financial Services Commission does not pay interest for the period from the date the fine was paid to the date of the refund when refunding overpaid amounts.",
금융보안법률,전자금융,"According to Article 47 of the Electronic Financial Transactions Act, what is the most appropriate reason that the Bank of Korea can conduct a statistical survey on electronic financial transactions?
1 To strengthen the security of electronic financial transactions
2 To understand the current status of electronic financial transactions and to establish and implement monetary and credit policies
3 To analyze the profitability of electronic financial transactions
4 To enhance the international competitiveness of electronic financial transactions",
금융보안법률,전자금융,"According to Article 47 of the Electronic Financial Transactions Act, if an institution that has been requested to submit materials fails to comply without a valid reason, which provision does the institution violate?
1 Article 47, Paragraph 1
2 Article 47, Paragraph 2
3 Article 47, Paragraph 3
4 Article 47, Paragraph 4",
금융보안법률,전자금융,"According to Article 48 of the Electronic Financial Transactions Act, which of the following is NOT a task that the Financial Services Commission can delegate?
1 Establishing standards for authentication methods
2 Receiving the results of vulnerability analysis and assessment of electronic financial infrastructure
3 Receiving reports on the enactment and amendment of terms and conditions
4 Handling sensitive information and unique identification information",
금융보안법률,전자금융,"Which institution is required to report the results of entrusted tasks in accordance with Article 48 of the Electronic Financial Transactions Act to the Financial Supervisory Service?
1 Ministry of Economy and Finance
2 Financial Services Commission
3 National Assembly
4 Ministry of Justice",
금융보안법률,전자금융,"What is the punishment that can be imposed under Article 49 of the Electronic Financial Transactions Act for accessing electronic financial infrastructure to manipulate, destroy, conceal, or leak data?

1 Imprisonment for up to 5 years or a fine of up to 50 million won
2 Imprisonment for up to 7 years or a fine of up to 50 million won
3 Imprisonment for up to 10 years or a fine of up to 100 million won
4 Imprisonment for up to 3 years or a fine of up to 30 million won",
금융보안법률,전자금융,"According to Article 49 of the Electronic Financial Transactions Act, what is the penalty for forging or altering an access medium?
1 Imprisonment for up to 5 years or a fine of up to 50 million won
2 Imprisonment for up to 7 years or a fine of up to 50 million won
3 Imprisonment for up to 10 years or a fine of up to 100 million won
4 Imprisonment for up to 3 years or a fine of up to 30 million won",
금융보안법률,전자금융,"Which of the following is NOT a case where a fine of up to 50 million won may be imposed under Article 51 of the Electronic Financial Transactions Act?

1 When failing to exercise due care as a prudent manager in violation of Article 21(1)
2 When failing to separately manage prepaid funds in violation of Article 25-2(1)
3 When using the name ""electronic money"" in violation of Article 36
4 When subcontracting to a third party in violation of Article 40(6)",
금융보안법률,전자금융,"Which of the following is NOT subject to an administrative fine under Article 51 of the Electronic Financial Transactions Act?

1 Using the term ""electronic money"" in violation of Article 36
2 Refusing inspection or submission of materials under Article 39, Paragraph 3
3 Submitting a false report in violation of Article 42, Paragraph 1
4 Providing account-related information in violation of Article 6-3",
금융보안법률,전자금융,"Which of the following is correct regarding the maximum cash withdrawal limit from an electronic device?
1 10 million won
2 1 billion won
3 500 thousand won
4 10 billion won",
금융보안법률,전자금융,"According to Article 24 of the Electronic Financial Transactions Act, when must a financial company or electronic financial business operator notify users of changes to the terms and conditions?
1 One week before the effective date of the amended terms and conditions
2 One month before the effective date of the amended terms and conditions
3 Three months before the effective date of the amended terms and conditions
4 Six months before the effective date of the amended terms and conditions",
금융보안법률,전자금융,"When a financial company or electronic financial business operator intends to establish or amend the terms and conditions related to electronic financial transactions, which institution must they report to in advance?
1 Financial Supervisory Service
2 Financial Services Commission
3 Bank of Korea
4 Korea Financial Telecommunications & Clearings Institute",
금융보안법률,전자금융,"According to Article 25 of the Electronic Financial Transactions Act, in which cases can a financial company or electronic financial business operator report changes to the terms and conditions to the Financial Services Commission within 10 days after making the changes?

1 When there is no adverse effect on the rights or obligations of users
2 When changes are due to amendments in laws or regulations
3 When there is a recommendation from the Financial Supervisory Service
4 When the electronic financial transaction contract has been terminated",
금융보안법률,전자금융,"According to Article 27 of the Electronic Financial Transactions Act, what is the deadline by which a financial company or electronic financial business operator must notify the user of the result when the user requests dispute resolution such as compensation for damages?

1 Within 7 days  
2 Within 10 days  
3 Within 15 days  
4 Within 30 days",
금융보안법률,전자금융,"What determines the procedures and methods for registering electronic bonds with the electronic bond management institution, as well as other necessary matters?
1 Announcement by the Financial Services Commission
2 Presidential Decree
3 National Assembly Law
4 Guidelines of the Financial Supervisory Service",
금융보안법률,전자금융,"Which of the following is NOT a correct capital requirement for electronic financial business operators to register under Article 30 of the Act?

1 Electronic funds transfer business: 3 billion KRW
2 Issuance and management of debit-type electronic payment instruments: 2 billion KRW
3 Issuance and management of prepaid electronic payment instruments: 2 billion KRW
4 Electronic payment gateway (PG): 5 billion KRW",
금융보안법률,전자금융,"Which of the following is NOT a case in which an electronic financial business operator cannot obtain authorization or registration?
1 A corporation for which one year has not passed since the date of registration cancellation
2 A corporation for which three years have not passed since the date of authorization or registration revocation
3 A company undergoing rehabilitation procedures under the Debtor Rehabilitation and Bankruptcy Act
4 A person who has repaid their debts within the agreed period in financial or commercial transactions",
금융보안법률,전자금융,"According to Article 33 of the Electronic Financial Transactions Act, how should the Financial Services Commission announce cases where it has granted permission, registration, or authorization?
1 Announce it in the official gazette and notify the public.
2 Report it to the Financial Supervisory Service.
3 Report it to the Ministry of Economy and Finance.
4 Report it to the Bank of Korea.",
금융보안법률,전자금융,"According to Article 33-2 of the Electronic Financial Transactions Act, when can a preliminary license be applied for?
1 After obtaining the main license
2 Before obtaining the main license
3 Within one year after obtaining the main license
4 Within six months after obtaining the main license",
금융보안법률,전자금융,"According to Article 33-2 of the Electronic Financial Transactions Act, which of the following is NOT something that the Financial Services Commission must verify when an entity that has received preliminary approval applies for final approval?
1 Whether the conditions of the preliminary approval have been fulfilled
2 Whether the requirements for final approval have been met
3 The accuracy of the preliminary approval application
4 The appropriateness of the conditions of the preliminary approval",
금융보안법률,전자금융,"What must an electronic financial business operator submit to the Financial Services Commission before applying for cancellation of registration in accordance with Article 34 of the Electronic Financial Transactions Act?
1 User protection plan  
2 New business plan  
3 Financial statements  
4 Audit report",
금융보안법률,전자금융,"According to Article 36 of the Electronic Financial Transactions Act, what is the maximum fine that can be imposed for violating the prohibition on the use of similar names?
1 Up to 10 million won
2 Up to 20 million won
3 Up to 30 million won
4 Up to 50 million won",
금융보안법률,전자금융,"Which of the following is NOT a requirement that merchants must comply with?

1 A merchant may refuse to provide goods or services on the grounds of transactions made by electronic money, etc.
2 A merchant must not make users bear the merchant fee.
3 A merchant must not process transactions by electronic money, etc. in excess of the actual sales amount.
4 A merchant must not process transactions by electronic money, etc. under the name of another merchant.",
금융보안법률,전자금융,"Which of the following is a case where, under Article 39-2 of the Electronic Financial Transactions Act, the Financial Services Commission may notify the actions taken against a retired executive or employee?

1 When the executive violated the law during their tenure
2 When the executive harmed the interests of the financial company during their tenure
3 When it is recognized that the executive would have been subject to the measures specified in Article 39, Paragraph 6, Subparagraph 3 or 4 during their tenure
4 When the executive leaked customer information during their tenure",
금융보안법률,전자금융,"According to Article 39-2 of the Electronic Financial Transactions Act, what action should a financial company or electronic financial business operator take after being notified of measures regarding a former executive or retired employee?

1 Rehire the relevant executive or employee.
2 Notify the relevant executive or employee and record and maintain the details.
3 Take legal action against the relevant executive or employee.
4 Reduce the severance pay of the relevant executive or employee.",
금융보안법률,전자금융,"Which of the following institutions sets the standards that financial companies and electronic financial service providers must comply with when entering into or amending contracts related to external orders in electronic financial transactions?

1 Financial Supervisory Service  
2 Financial Services Commission  
3 Bank of Korea  
4 Korea Financial Intelligence Unit",
금융보안법률,전자금융,"In which of the following cases can the Governor of the Financial Supervisory Service request the submission of materials from an electronic financial auxiliary service provider?
1 When evaluating the safety of electronic financial transactions
2 When inspecting financial companies or electronic financial service providers in relation to external orders, etc.
3 When checking the financial status of an electronic financial auxiliary service provider
4 When evaluating the internal controls of an electronic financial auxiliary service provider",
금융보안법률,전자금융,"Which of the following is NOT a management guideline for electronic financial business operators?
1 Meeting the minimum capital requirement
2 Maintaining a capital adequacy ratio of at least 20%
3 Maintaining a ratio of high-risk investment assets of at least 10%
4 Ensuring that equity (total assets minus total liabilities) always exceeds zero",
금융보안법률,전자금융,"Which of the following is the correct criterion by which an electronic financial business operator must separate accounting treatment?
1 Debt ratio to total assets
2 Accounting treatment by business type
3 Capital increase
4 Restriction on profit distribution",
금융보안법률,전자금융,"Which of the following is NOT a valid reason for the Financial Services Commission to revoke the license or registration of a financial company or electronic financial business operator?

1 If the license was obtained by false or other fraudulent means  
2 If the company falls under Items 1 to 5 of Article 32 of the Electronic Financial Transactions Act  
3 If the company has not conducted business for more than six months without a valid reason  
4 If the business has been terminated due to a merger or bankruptcy of the corporation",
금융보안법률,전자금융,"What is the purpose of the hearing procedure under Article 44 of the Electronic Financial Transactions Act?
1 To enhance the security of electronic financial transactions
2 To ensure the transparency of electronic financial transactions
3 To gather the opinions of the parties involved
4 To increase the efficiency of electronic financial transactions",
금융보안법률,전자금융,"Which of the following is NOT a correct condition for approval by the Financial Services Commission when an electronic financial business operator intends to merge with another financial company?

1 It must not hinder the efficiency of the electronic financial industry and the maintenance of credit order.
2 The business plan and organizational operation plan following the merger must be appropriate.
3 The company established as a result of the merger must not violate Articles 30 to 32 of the Act.
4 The surviving company after the merger must not violate Article 45 of the Act.",
금융보안법률,전자금융,"Which of the following is NOT a correct condition for obtaining approval from the Financial Services Commission when an electronic financial business operator intends to dissolve or discontinue electronic financial services?

1 There must be unavoidable circumstances in light of the management and financial status of the relevant financial company.
2 The dissolution or discontinuation must not hinder the protection of electronic money users and affiliated merchants, nor the maintenance of credit order.
3 There must be no defects in the procedures carried out in accordance with the Commercial Act, the Financial Investment Services and Capital Markets Act, and other relevant laws and regulations.
4 The surviving company after dissolution must not violate Article 45 of the Act.",
금융보안법률,전자금융,"According to Article 45-2 of the Electronic Financial Transactions Act, which of the following is correct regarding the matters the Financial Services Commission must verify when an applicant who has received preliminary approval applies for final approval?
1 Whether the conditions of the preliminary approval have been fulfilled and whether the requirements for final approval are met
2 The accuracy of the preliminary approval application form
3 The financial status of the preliminary approval applicant
4 The past financial transaction history of the preliminary approval applicant",
금융보안법률,전자금융,"According to Article 45-2 of the Electronic Financial Transactions Act, which of the following statements about preliminary approval is NOT correct?

1 A person who intends to obtain the main approval may apply in advance for preliminary approval from the Financial Services Commission.
2 Conditions may be attached to the preliminary approval.
3 A person who has received preliminary approval cannot apply for the main approval.
4 Article 33, Paragraphs 1 and 2 apply mutatis mutandis to preliminary approval.",
금융보안법률,전자금융,"When the Financial Services Commission refunds overpaid amounts, how is it handled if the recipient has other fines to pay to the Commission?
1 The amount to be refunded is reduced by the amount of the other fines.
2 The full amount to be refunded is paid.
3 The amount to be refunded is used to offset the other fines.
4 The amount to be refunded is kept separately.",
금융보안법률,전자금융,"When the Financial Services Commission refunds overpaid amounts, what is applied to the period from the day after the penalty payment was made until the refund date?
1 Statutory interest rate
2 Additional interest rate prescribed by Presidential Decree
3 Market interest rate
4 Fixed interest rate",
금융보안법률,전자금융,"Which of the following is NOT an authority that the Financial Services Commission may delegate to the Governor of the Financial Supervisory Service under Article 48 of the Electronic Financial Transactions Act?
1 Establishing standards for authentication methods
2 Receiving results of vulnerability analysis and assessment
3 Receiving reports on the establishment and amendment of terms and conditions
4 Reporting business processing results to the Financial Services Commission",
금융보안법률,전자금융,"Which of the following statements about the dual punishment provision under Article 50 of the Electronic Financial Transactions Act is correct?

1 Only the representative of the corporation is punished.
2 Both the representative of the corporation and the corporation itself can be punished.
3 Only the agent of an individual is punished.
4 Only the corporation is punished.",
금융보안법률,전자금융,"Which of the following cases may be subject to a fine of up to 20 million won under Article 51 of the Electronic Financial Transactions Act?

1 When the effect of payment for electronic funds transfer is not made to occur in violation of Article 13, Paragraph 2.
2 When due care as a good manager is not exercised in violation of Article 21, Paragraph 1.
3 When prepaid funds are not managed separately in violation of Article 25-2, Paragraph 1.
4 When the term ""electronic money"" is used in violation of Article 36.",
금융보안법률,전자금융,"Which of the following is NOT included in the purpose of Article 1 of the Electronic Financial Transactions Act?

1 To ensure the safety and reliability of electronic financial transactions  
2 To protect users of electronic financial transactions  
3 To lower the fees for electronic financial transactions  
4 To promote the smooth operation of electronic financial transactions",
금융보안법률,전자금융,"Which of the following is the most appropriate definition of ""electronic financial transaction"" according to Article 2 of the Electronic Financial Transactions Act?
1 Internet banking services provided by financial institutions
2 Mobile banking services provided by financial institutions
3 Electronic payment agency services provided by financial institutions
4 All financial services provided by financial institutions",
금융보안법률,전자금융,"Which of the following is the most appropriate definition of an ""electronic financial business operator"" according to Article 2 of the Electronic Financial Transactions Act?

1 A person who manages the computer systems of a financial institution  
2 A person who intermediates electronic financial transactions  
3 A person who provides electronic financial transactions  
4 A person who manages the security systems of a financial institution",
금융보안법률,전자금융,"According to Article 3 of the Electronic Financial Transactions Act, which parties are included within the scope of electronic financial transactions?
1 Financial companies, electronic financial business operators, electronic financial auxiliary business operators
2 Financial companies, general consumers, electronic financial auxiliary business operators
3 Electronic financial business operators, general consumers, electronic financial auxiliary business operators
4 Financial companies, electronic financial business operators, general consumers",
금융보안법률,전자금융,"Which law applies to electronic documents used for electronic financial transactions?
1 Electronic Signature Act
2 Framework Act on Electronic Documents and Transactions
3 Act on Promotion of Information and Communications Network Utilization and Information Protection, etc.
4 Act on Real Name Financial Transactions and Confidentiality",
금융보안법률,전자금융,"Which of the following statements about electronic documents received by an electronic financial business operator in relation to transaction instructions is correct?

1 All electronic documents are considered as a single document.
2 Electronic documents are independently verified according to the contract between the financial company and the user.
3 Each electronic document is regarded as independent.
4 Electronic documents are valid even without a verification process.",
금융보안법률,전자금융,"Which of the following is correct regarding the use and management of access media under Article 6 of the Electronic Financial Transactions Act?

1 It is permitted to transfer or acquire access media.
2 It is permitted to lease access media for compensation.
3 It is permitted to use access media as collateral for a pledge.
4 It is not permitted to lease access media for the purpose of using it in a crime.",
금융보안법률,전자금융,"According to Article 6 of the Electronic Financial Transactions Act, which of the following is an appropriate method for a financial company to request identity verification when returning a user's access medium?
1 Verifying identity by phone
2 Verifying identity by email
3 Requesting presentation of an ID card
4 Verifying identity in writing",
금융보안법률,전자금융,"Which of the following is NOT an institution that can request the suspension of use of a phone number used for illegal advertising under Article 6-2?

1 Prosecutor General  
2 Commissioner General of the National Police Agency  
3 Governor of the Financial Supervisory Service  
4 Minister of Science and ICT",
금융보안법률,전자금융,"According to Article 6-2 of the Electronic Financial Transactions Act, what is the procedure for a person whose telecommunications service has been suspended after a request to suspend the use of a phone number used in illegal advertisements to file an objection?
1 File an objection directly with the Minister of Science and ICT
2 File an objection with the person who requested the suspension of the telecommunications service
3 File an objection with the court
4 File an objection with the Financial Supervisory Service",
금융보안법률,전자금융,"In the case of an error occurring in an electronic financial transaction, which of the following is NOT an appropriate method for a financial institution or electronic financial business operator to notify the user of the cause of the error and the result of its resolution?
1 Document
2 Telephone
3 Email
4 Face-to-face notification",
금융보안법률,전자금융,"In which of the following cases is a financial institution or electronic financial business operator not liable to compensate the user for damages?
1 An incident caused by forgery or alteration of an access medium
2 An incident occurring during the electronic transmission or processing of contract formation or transaction instructions
3 An incident caused by intrusion into electronic devices or information networks used for electronic financial transactions
4 When an incident occurs due to the user's intentional misconduct or gross negligence",
금융보안법률,전자금융,"According to Article 10 of the Electronic Financial Transactions Act, in which of the following cases is a financial company or electronic financial business entity not liable for damages caused to the user by a third party’s use of the access medium after receiving notification from the user of its loss or theft?

1 In cases prescribed by Presidential Decree where damages arise from the loss or theft of prepaid electronic payment instruments or electronic money
2 When the user intentionally loses the access medium
3 When the financial company is not aware of the loss of the access medium
4 When the user does not notify the financial company of the loss of the access medium",
금융보안법률,전자금융,"According to Article 10 of the Electronic Financial Transactions Act, in which case is a financial company or electronic financial business operator liable to compensate the user for damages after being notified of the loss or theft of an access medium?

1 When the user did not notify the loss of the access medium
2 When the financial company was not aware of the loss of the access medium
3 When damages occur to the user due to a third party using the access medium
4 When the user intentionally lost the access medium",
금융보안법률,전자금융,"Which of the following statements about the status of electronic financial auxiliary service providers is correct?

1 Electronic financial auxiliary service providers have the same legal status as electronic financial service providers.
2 Electronic financial auxiliary service providers are not subject to the supervision of the Financial Services Commission.
3 Electronic financial auxiliary service providers must comply with requests to submit materials related to electronic financial services.
4 Electronic financial auxiliary service providers must follow the instructions of electronic financial service providers.",
금융보안법률,전자금융,"If an electronic financial auxiliary service provider does not comply with the Financial Supervisory Service Director's request for data submission, what action can the Director take?
1 Withdraw the request for data submission.
2 Conduct an investigation into the electronic financial auxiliary service provider.
3 Suspend the operations of the electronic financial auxiliary service provider.
4 Impose a fine on the electronic financial auxiliary service provider.",
금융보안법률,전자서명,"Which of the following corresponds to the purpose of Article 1 of the Digital Signature Act?
1 To ensure the security and reliability of electronic documents
2 To extend the validity period of digital signature certificates
3 To promote international standardization of digital signature technology
4 To revise laws related to digital signatures",
금융보안법률,전자서명,"According to Article 2 of the Electronic Signature Act, which of the following is the correct definition of an electronic signature?
1 Something that can verify the actual name of the signer
2 Something that can verify the position of the signer
3 Something that can verify the address of the signer
4 Something that can verify the contact information of the signer",
금융보안법률,전자서명,"Which of the following best describes the validity of electronic signatures?

1 An electronic signature must be able to verify the signer's real name.
2 Electronic signatures can only be issued by accredited certification authorities.
3 Electronic signatures have the same legal effect on all electronic documents.
4 Electronic signatures do not guarantee the identity of the signer.",
금융보안법률,전자서명,"Which of the following is NOT a type of support that the Minister of Science and ICT can provide to promote the use of electronic signatures?
1 Administrative support  
2 Financial support  
3 Technical support  
4 Legal support",
금융보안법률,전자서명,"Which of the following is correct regarding Article 6, ""Promotion of the Use of Various Electronic Signature Methods,"" of the Electronic Signature Act?

1 The government may restrict the use to only certain electronic signature methods.
2 The government should make efforts to promote the use of various electronic signature methods, such as biometric authentication and blockchain.
3 The government allows various electronic signature methods only in specific cases.
4 The government must establish rules to restrict the use of electronic signature methods.",
금융보안법률,전자서명,"Which of the following is NOT included in the operational standards for electronic signature certification services?
1 Measures to prevent forgery and alteration of electronic signatures and electronic documents
2 Procedures for subscription and use of electronic signature certification services, and methods for verifying subscribers
3 Procedures for suspension and termination of electronic signature certification services
4 Fees and terms of use for electronic signature certification services",
금융보안법률,전자서명,"Which of the following is correct regarding certified electronic signature authentication service providers who have been recognized for compliance with operational standards?

1 They must prepare, post, and faithfully comply with the certification operation rules.
2 The recognition of compliance with operational standards is valid for two years after being granted.
3 Those who have not been recognized for compliance with operational standards may also indicate such recognition.
4 The selection criteria for evaluation institutions may allow for non-corporate entities.",
금융보안법률,전자서명,"According to Article 9 of the Electronic Signature Act, which organizations can be designated as recognized certification authorities?
1 Korea Internet & Security Agency (KISA)
2 Ministry of Science and ICT
3 Financial Supervisory Service
4 Bank of Korea",
금융보안법률,전자서명,"What information must be included in the certificate that an accreditation body issues to an electronic signature certification service provider?
1 Evaluation results and compliance with operational standards
2 Details of accreditation and validity period
3 The financial status of the certification service provider
4 The number of customers of the certification service provider",
금융보안법률,전자서명,"Which of the following does NOT meet the selection criteria for evaluation agencies?
1 Must be a corporation
2 Must not have had its selection as an evaluation agency revoked within the past two years
3 Must employ at least three full-time professionals
4 Must be able to ensure the independence, objectivity, and fairness of evaluation tasks",
금융보안법률,전자서명,"If an evaluation agency receives an evaluation request from an electronic signature certification service provider, what is the period within which the evaluation must be completed?
1 Within 90 days
2 Within 120 days
3 Within 180 days
4 Within 240 days",
금융보안법률,전자서명,"If an electronic signature certification service provider has received an internationally recognized evaluation, what is the reason it is considered to have been evaluated by an evaluation agency?
1 Because the international evaluation is stricter than the domestic evaluation
2 Because the international evaluation can substitute for the evaluation by an evaluation agency
3 Because the international evaluation guarantees the safety of the electronic signature certification service
4 Because the international evaluation guarantees the reliability of the electronic signature certification service",
금융보안법률,전자서명,"Which of the following is NOT included in the selection criteria for international standard evaluations?

1 Evaluation of the safety and reliability of electronic signature certification services  
2 Evaluation criteria must conform to operational standards  
3 Evaluation recognized by international organizations related to electronic signature certification services  
4 Evaluation of the economic efficiency of electronic signature certification services",
금융보안법률,전자서명,"Which of the following is NOT a valid reason for the cancellation of the selection of an evaluation agency?

1 If selected through false or dishonest means  
2 If the agency performed evaluation duties during a suspension period  
3 If the agency did not perform evaluation duties without a valid reason  
4 If the agency ensured the independence of evaluation duties",
금융보안법률,전자서명,"What are the conditions under which an electronic signature certification service provider can indicate compliance with the operational standards?
1 When the provider has been recognized for compliance with the operational standards in accordance with the Ordinance of the Ministry of Science and ICT
2 When the provider has not been recognized for compliance with the operational standards
3 When the validity period has expired
4 The provider can indicate compliance even without being recognized for compliance with the operational standards",
금융보안법률,전자서명,"When an electronic signature certification service provider verifies the identity of a person who wishes to subscribe to the electronic signature certification service, what criteria must be used to verify their identity if the provider is an identity verification institution?
1 Resident registration number
2 Real name
3 Driver's license number
4 Passport number",
금융보안법률,전자서명,"What is the most appropriate reason why an electronic signature certification authority must prepare and publish certification business rules?
1 To reduce the cost of issuing certificates
2 To ensure the reliability of electronic signature certification services
3 To promote the development of electronic signature technology
4 To strengthen the protection of customers' personal information",
금융보안법률,전자서명,"If an electronic signature certification service provider changes its certification business regulations, which of the following is the correct action?
1 Share the changes internally only.
2 Do not post the revised certification business regulations.
3 Post the revised certification business regulations on the website.
4 Individually notify customers of the revised certification business regulations.",
금융보안법률,전자서명,"According to Article 16 of the Electronic Signature Act, which of the following is the correct procedure required for the Minister of Science and ICT to conduct an inspection of an electronic signature certification service provider?

1 The inspection plan must be notified at least 3 days before the inspection.
2 The inspection plan must be notified at least 5 days before the inspection.
3 The inspection plan must be notified at least 7 days before the inspection.
4 The inspection plan must be notified at least 10 days before the inspection.",
금융보안법률,전자서명,"According to Article 16 of the Electronic Signature Act, what must a public official conducting an inspection of an electronic signature certification service provider present without fail?
1 Inspection plan
2 Certificate of authority
3 Inspection result report
4 Entry permit",
금융보안법률,전자서명,"What is the maximum amount of the fine imposed for failing to comply, without a valid reason, with a corrective order under Article 17 of the Electronic Signature Act?
1 5 million won  
2 10 million won  
3 20 million won  
4 30 million won",
금융보안법률,전자서명,"If someone violates a corrective order under Article 17 of the Electronic Signature Act, who is responsible for imposing the administrative fine?
1 Minister of Justice  
2 Minister of Science and ICT  
3 Financial Services Commission  
4 Commissioner General of the National Police Agency",
금융보안법률,전자서명,"What are the necessary conditions for an electronic signature certification authority to verify the timestamp of an electronic document?
1 Verification of the sender of the electronic document
2 Verification of the recipient of the electronic document
3 Request from the subscriber or user
4 Verification of the contents of the electronic document",
금융보안법률,전자서명,"Which of the following is a correct statement regarding Article 19 of the Electronic Signature Act, ""Protection of Electronic Signature Creation Information,"" etc.?

1 You may use another person's electronic signature creation information.
2 You may obtain a certificate related to an accredited electronic signature certification service provider by providing false information.
3 You must not disclose another person's electronic signature creation information.
4 Anyone can obtain a certificate issued by an electronic signature certification service provider.",
금융보안법률,전자서명,"Which of the following is a correct requirement for the insurance that an electronic signature certification service provider must obtain in order to fulfill liability for damages?
1 The annual total compensation limit must be at least 500 million won.
2 Compensation must be provided immediately in the event of an incident.
3 The annual total compensation limit must be at least 1 billion won.
4 The insurance period must be at least one year.",
금융보안법률,전자서명,"Which of the following is NOT a task performed by the Korea Internet & Security Agency (KISA) to support electronic signature certification policy?

1 Development and dissemination of technologies related to electronic signature certification  
2 Research on systems related to electronic signature certification and support for international cooperation  
3 Support for inspection of electronic signature certification service providers  
4 Issuance and management of electronic signature certificates",
금융보안법률,전자서명,"Which of the following tasks is performed by the Korea Internet & Security Agency (KISA) to support electronic signature certification policy?
1 Validity verification of electronic signature certificates
2 Standardization research related to electronic signature certification
3 Revocation of electronic signature certificates
4 Reissuance of electronic signature certificates",
금융보안법률,전자서명,"Which of the following is the correct entity responsible for dispute mediation under Article 22 of the Electronic Signature Act?
1 Financial Supervisory Service
2 Korea Internet & Security Agency
3 Ministry of Science and ICT
4 Personal Information Protection Commission",
금융보안법률,전자서명,"Which of the following is correct regarding the dispute mediation procedure under Article 22 of the Electronic Signature Act?

1 Dispute mediation is carried out through a court decision.
2 Dispute mediation is carried out only by agreement between the parties.
3 Dispute mediation is carried out through the Mediation Committee of the Korea Internet & Security Agency.
4 Dispute mediation is carried out by order of the Ministry of Science and ICT.",
금융보안법률,전자서명,"Which organization can the Minister of Science and ICT delegate tasks related to electronic signatures to?
1 Korea Internet & Security Agency (KISA)
2 Korea Information Security Agency
3 Korea Data Agency
4 Electronics and Telecommunications Research Institute (ETRI)",
금융보안법률,전자서명,"According to Article 23 of the Electronic Signature Act, which tasks can the Minister of Science and ICT delegate?
1 Issuance of electronic signature certificates
2 Establishment of operational standards for electronic signature certification services
3 Revocation of electronic signature certificates
4 Renewal of electronic signature certificates",
