Domain,Sub_domain,Question
금융보안법률,신용정보,"신용정보법 제40조의2에 따라 가명처리 시 신용정보회사 등이 수립해야 하는 보안대책에 포함되지 않는 것은 무엇인가?
1 가명정보에 대한 접근통제장치의 설치ㆍ운영
2 가명정보의 변경ㆍ훼손 및 파괴 방지
3 가명정보의 처리 목적 및 보유 기간 작성
4 가명정보의 주기적인 접근기록 점검"
금융보안법률,신용정보,"신용정보법 제40조의2에 따른 가명처리 시 추가정보에 대한 접근을 통제하기 위해 금융위원회가 정하여 고시하는 방법은 무엇인가?
1 기술적ㆍ물리적ㆍ관리적 보호조치
2 법적ㆍ윤리적ㆍ사회적 보호조치
3 경제적ㆍ정치적ㆍ문화적 보호조치
4 환경적ㆍ생태적ㆍ지리적 보호조치"
금융보안법률,신용정보,"모집업무수탁자의 모집경로 확인에 대한 설명으로 옳은 것은?
1 모집업무수탁자는 불법취득신용정보를 이용할 수 있다.
2 신용정보제공ㆍ이용자는 모집업무수탁자의 불법취득신용정보 이용 여부를 확인해야 한다.
3 모집업무수탁자는 위탁계약 해지 시 금융위원회에 알릴 필요가 없다.
4 신용정보제공ㆍ이용자는 모집업무수탁자의 개인신용정보 취득 경로를 확인할 필요가 없다."
금융보안법률,신용정보,"모집업무수탁자와의 위탁계약 해지 시 신용정보제공ㆍ이용자가 해야 할 조치는?
1 위탁계약 해지 사실을 금융위원회에 알리지 않는다.
2 위탁계약 해지 사실을 대통령령으로 정하는 등록기관에 알린다.
3 위탁계약 해지 사실을 모집업무수탁자에게만 알린다.
4 위탁계약 해지 사실을 알릴 필요가 없다."
금융보안법률,신용정보,"신용정보법 제42조의2에 따른 과징금 부과 절차에서 금융위원회가 고려해야 할 사항으로 옳지 않은 것은?
1 위반 행위의 중대성
2 위반자의 현실적인 부담 능력
3 과징금 납부 기한의 연기
4 위반 행위로 인한 피해의 배상 정도"
금융보안법률,신용정보,"신용정보회사등이 신용정보주체에게 손해를 가한 경우, 손해배상 책임이 면제될 수 있는 조건은 무엇인가?
1 신용정보주체의 동의를 받은 경우
2 고의 또는 과실이 없음을 증명한 경우
3 손해가 경미한 경우
4 신용정보주체가 손해를 인정하지 않은 경우"
금융보안법률,신용정보,"신용정보법 제43조의3에 따라 신용정보회사등이 손해배상책임을 이행하기 위해 준비해야 할 조치가 아닌 것은?
1 보험에 가입
2 준비금 적립
3 손해배상액 직접 지급
4 공제 가입"
금융보안법률,신용정보,"신용정보협회가 수행할 수 있는 업무로 적절하지 않은 것은?
1 신용정보 관련 산업의 발전을 위한 조사ㆍ연구
2 신용정보회사 간의 건전한 업무질서 유지
3 신용정보 관련 법률 위반 시 처벌
4 신용정보 관련 민원의 상담ㆍ처리"
금융보안법률,신용정보,"신용정보법 제45조에 따라 금융위원회가 감독할 수 있는 대상에 포함되는 기관은?
1 데이터전문기관
2 외국 금융기관
3 비금융기관
4 개인 사업자"
금융보안법률,신용정보,"보호위원회가 자료제출을 통해 수집한 정보를 제3자에게 제공할 수 있는 경우로 옳은 것은?
1 법에 명시된 경우를 제외하고는 제공할 수 없다.
2 보호위원회가 필요하다고 판단할 때
3 상거래기업의 동의를 받은 경우
4 금융위원회의 요청이 있을 때"
금융보안법률,신용정보,"보호위원회가 개인신용정보 침해를 방지하기 위해 상거래기업에 명할 수 있는 조치가 아닌 것은?
1 개인신용정보 처리의 일시적인 정지
2 개인신용정보 침해행위의 중지
3 직원에 대한 정직 요구
4 개인정보의 보호 및 침해 방지를 위한 조치"
금융보안법률,신용정보,"신용정보법 제46조에 따르면, 금융위원회가 퇴임한 임원 또는 퇴직한 직원에 대해 조치 내용을 통보할 수 있는 경우는?
1 퇴임한 임원이 재임 중에 법령 위반이 없었던 경우
2 퇴직한 직원이 재직 중에 제45조제7항제2호부터 제4호까지의 조치를 받을 만한 경우
3 퇴임한 임원이 재임 중에 성과가 우수했던 경우
4 퇴직한 직원이 재직 중에 특별한 조치가 필요 없었던 경우"
금융보안법률,신용정보,"신용정보법 제46조에 따라 퇴임한 임원 등에 대한 조치 내용 통보를 받은 신용정보회사 등의 장이 해야 할 조치는?
1 해당 내용을 즉시 폐기한다.
2 해당 내용을 퇴임한 임원에게 통보하고 기록ㆍ유지한다.
3 해당 내용을 금융위원회에 재통보한다.
4 해당 내용을 외부에 공개한다."
금융보안법률,신용정보,"신용정보법 제47조에 따라 업무보고서에 서명 또는 기명ㆍ날인해야 하는 사람은 누구인가?
1 대표자, 담당 책임자 또는 그 대리인
2 대표자와 모든 직원
3 대표자와 감사
4 대표자와 이사회"
금융보안법률,신용정보,"청문이 필요한 처분에 해당하지 않는 것은?
1 위임직채권추심인의 등록 취소
2 신용정보업의 허가 취소
3 본인신용정보관리업의 인가 취소
4 신용정보업의 신규 등록"
금융보안법률,신용정보,"다음 중 신용정보법 제51조 '양벌규정'에 대한 설명으로 가장 적절한 것은?
1 양벌규정은 법인을 처벌하지 않는다.
2 양벌규정은 법인의 대표자만 처벌한다.
3 양벌규정은 법인과 그 대표자를 모두 처벌할 수 있다.
4 양벌규정은 법인의 대표자에게만 책임을 묻는다."
금융보안법률,신용정보,"신용정보법 제52조에 따르면, 다음 중 3천만원 이하의 과태료가 부과될 수 있는 경우는 무엇인가?
1 제12조를 위반한 경우
2 제20조제3항 및 제4항을 위반하여 신용정보관리ㆍ보호인을 지정하지 않은 경우
3 제22조의9제3항을 위반하여 신용정보를 수집한 경우
4 제45조제2항부터 제4항까지의 규정에 따른 명령에 따르지 않은 경우"
금융보안법률,신용정보,"신용정보제공ㆍ이용자가 상거래관계 설정을 거절하거나 중지한 경우, 신용정보주체의 요구가 있으면 고지해야 하는 사항으로 옳지 않은 것은?
1 거절 또는 중지의 근거가 된 정보
2 신용정보주체의 신용등급
3 정보를 제공한 기관의 명칭ㆍ주소 및 전화번호
4 다른 정보를 함께 사용했을 경우 그 사실과 다른 정보"
금융보안법률,신용정보,"다음 중 개인인 신용정보주체가 개인신용평가회사에 요구할 수 있는 사항으로 옳은 것은?

1 자동화평가의 결과
2 자동화평가의 비용
3 자동화평가의 소요 시간
4 자동화평가의 담당자 이름"
금융보안법률,신용정보,"다음 중 개인인 신용정보주체가 자동화평가 결과에 대해 이의제기를 할 수 있는 경우로 옳지 않은 것은?

1 기초정보가 정확하지 않은 경우
2 최신 정보가 아닌 경우
3 자동화평가 결과가 마음에 들지 않는 경우
4 자동화평가 결과의 산출에 유리한 정보를 제출하는 경우"
금융보안법률,신용정보,"개인신용정보주체가 신용정보제공ㆍ이용자에게 연락중지 청구를 할 수 있는 경우는?
1 신용도 평가 목적 외의 목적으로 제공된 경우
2 상품이나 용역을 소개하거나 구매를 권유할 목적으로 연락하는 경우
3 계약 이행이 어려운 경우
4 신용정보주체가 동의를 철회하지 않은 경우"
금융보안법률,신용정보,"신용정보의 이용 및 보호에 관한 법률 조항 중 신용정보주체가 자신의 신용정보가 사실과 다르다고 판단할 경우, 금융위원회가 정하여 고시하는 바에 따라 정정을 청구할 수 있는 조항은 무엇인가?
1 제38조제1항
2 제38조제2항
3 제38조제3항
4 제38조제4항"
금융보안법률,신용정보,"신용정보법 제39조에 따르면, 무료 열람권을 제공하는 대상은 누구인가?
1 모든 금융기관
2 전문개인신용평가회사
3 모든 신용정보제공자
4 모든 개인"
금융보안법률,신용정보,"신용정보법 제39조의2에 따르면, 채권자변동정보의 열람 대상이 되는 금융거래는 무엇인가?
1 법 제2조제1호의3가목에 따른 거래로서 개인인 신용정보주체가 채무자가 되는 거래
2 법 제2조제1호의3가목에 따른 거래로서 법인이 채무자가 되는 거래
3 법 제2조제1호의3가목에 따른 거래로서 금융기관이 채무자가 되는 거래
4 법 제2조제1호의3가목에 따른 거래로서 정부가 채무자가 되는 거래"
금융보안법률,신용정보,"신용정보주체가 자신의 권리를 행사하기 위해 사용할 수 있는 방법으로 적절하지 않은 것은?
1 서면
2 전자문서
3 인터넷 홈페이지
4 전화"
금융보안법률,신용정보,"신용정보주체가 권리를 행사할 때 대리권을 위임하는 경우 포함되어야 할 사항으로 적절한 것은?
1 대리인의 나이
2 대리인의 직업
3 대리권의 구체적인 내용과 범위
4 대리인의 학력"
금융보안법률,신용정보,"개인신용정보가 업무 목적 외로 누설된 경우, 신용정보회사가 지체 없이 통지해야 할 사항으로 적절한 것은?
1 누설된 개인신용정보의 종류
2 누설된 개인신용정보의 양
3 누설된 개인신용정보의 복구 방법
4 누설된 개인신용정보의 보관 기간"
금융보안법률,신용정보,"신용정보법 제40조의2에 따른 가명처리 및 익명처리에 관한 행위규칙 중 가명정보의 안전성 확보를 위해 금융위원회가 정하여 고시하는 사항에 포함되지 않는 것은?
1 가명정보에 제3자가 불법적으로 접근하는 것을 차단하기 위한 접근통제장치의 설치ㆍ운영
2 가명정보의 변경ㆍ훼손 및 파괴를 방지하기 위한 사항
3 가명정보의 처리 목적, 처리ㆍ보유 기간 및 파기 등
4 가명처리 전 개인신용정보와 가명정보의 분리에 관한 사항"
금융보안법률,신용정보,"신용정보법 제42조의2에 따라 금융위원회가 과징금을 부과하려는 경우, 서면 통지에 포함되어야 하는 사항이 아닌 것은?
1 위반 사실
2 부과 금액
3 이의 제기 방법
4 과징금 면제 사유"
금융보안법률,신용정보,"신용정보회사등이 고의 또는 중대한 과실로 개인신용정보를 누설하여 신용정보주체에게 피해를 입힌 경우, 배상 책임의 범위로 옳은 것은?
1 손해의 2배를 넘지 않는 범위
2 손해의 3배를 넘지 않는 범위
3 손해의 4배를 넘지 않는 범위
4 손해의 5배를 넘지 않는 범위"
금융보안법률,신용정보,"신용정보법 제43조의2에 따르면, 신용정보주체가 신용정보회사등이나 그로부터 신용정보를 제공받은 자에게 법정손해배상을 청구할 때, 해당 신용정보회사등이나 그로부터 신용정보를 제공받은 자가 책임을 면할 수 있는 조건은 무엇인가?
1 손해배상 청구 금액이 100만원 이하일 때
2 고의 또는 과실이 없음을 입증할 때
3 손해배상 청구 금액이 200만원 이하일 때
4 법원이 손해액을 인정하지 않을 때"
금융보안법률,신용정보,"다음 중 신용정보협회의 업무에 해당하지 않는 것은?
1 신용정보 관련 민원의 상담ㆍ처리
2 신용정보 관련 산업의 발전을 위한 조사ㆍ연구
3 신용정보회사 간의 건전한 업무질서 유지
4 금융위원회의 감독 업무"
금융보안법률,신용정보,"금융위원회가 신용정보회사 등에 대해 조치명령을 내릴 수 있는 권한에 대한 설명으로 옳은 것은?
1 금융위원회는 신용정보회사에 대해 법 위반 여부를 감독할 수 없다.
2 금융위원회는 신용정보회사에 대해 조치명령을 내릴 수 있다.
3 금융위원회는 신용정보회사에 대해 조치명령을 내릴 수 없으며, 금융감독원만 가능하다.
4 금융위원회는 신용정보회사에 대해 조치명령을 내릴 수 있지만, 그 결과를 공개할 수 없다."
금융보안법률,신용정보,"금융위원회가 개인신용정보 활용ㆍ관리 실태에 대한 상시평가 결과를 금융감독원장에게 송부하는 목적은?
1 금융감독원의 내부 감사
2 금융감독원의 검사에 활용
3 금융감독원의 정책 수립
4 금융감독원의 예산 편성"
금융보안법률,신용정보,"금융위원회가 청문을 거쳐야 하는 처분에 해당하는 것은?
1 신용정보업의 허가 취소
2 신용정보업자의 보고 의무
3 신용정보업자의 자료 제출 요구
4 신용정보업자의 감독"
금융보안법률,신용정보,"다음 중 신용정보의 이용 및 보호에 관한 법률 제50조에 따른 벌칙으로 옳은 것은?
1 제42조제1항을 위반한 자는 5년 이하의 징역 또는 5천만원 이하의 벌금에 처한다.
2 제4조제1항을 위반하여 허가 없이 신용정보업을 한 자는 10년 이하의 징역 또는 1억원 이하의 벌금에 처한다.
3 제17조제6항을 위반한 자는 5년 이하의 징역 또는 5천만원 이하의 벌금에 처한다.
4 제19조제1항을 위반하여 신용정보전산시스템의 정보를 변경한 자는 10년 이하의 징역 또는 1억원 이하의 벌금에 처한다."
금융보안법률,신용정보,"신용정보법 제1조의 목적에 해당하지 않는 것은?
1 신용정보의 공정한 이용 도모
2 금융거래의 원활화
3 금융기관의 내부 감사 강화
4 신용정보의 효율적 관리"
금융보안법률,신용정보,"다음 중 신용정보의 이용 및 보호에 관한 법률 제2조에서 정의하는 ""신용정보""에 해당하는 것은?
1 개인의 신용도 및 신용거래능력을 판단하기 위한 정보
2 기업의 재무제표와 관련된 정보
3 정부의 재정 상태와 관련된 정보
4 공공기관의 예산 집행 내역"
금융보안법률,신용정보,"신용정보법 제2조에 따르면, 다음 중 ""신용정보회사""에 해당하지 않는 것은?
1 신용평가회사
2 채권추심회사
3 본인신용정보관리회사
4 보험회사"
금융보안법률,신용정보,"다음 중 신용정보법 제3조의2에 해당하는 설명으로 가장 적절한 것은?
1 다른 법률에 우선하여 적용된다.
2 다른 법률과 동일한 효력을 가진다.
3 다른 법률에 종속된다.
4 다른 법률과의 관계를 규정하지 않는다."
금융보안법률,신용정보,"신용정보업 등의 허가를 받기 위해 필요한 조건으로 옳지 않은 것은?
1 금융위원회에 신청서를 제출해야 한다.
2 허가 신청서 작성 방법은 총리령으로 정한다.
3 허가 신청 시 조건을 붙일 수 없다.
4 허가와 관련된 심사 절차는 총리령으로 정한다."
금융보안법률,신용정보,"다음 중 신용정보업 등의 허가를 받을 수 있는 자에 해당하지 않는 것은?
1 대통령령으로 정하는 금융기관 등이 100분의 50 이상을 출자한 법인
2 「신용보증기금법」에 따른 신용보증기금
3 개인사업자
4 「기술보증기금법」에 따른 기술보증기금"
금융보안법률,신용정보,"다음 중 신용정보업 등의 허가를 받을 수 있는 자에 해당하는 것은?
1 개인사업자
2 일반 법인
3 「무역보험법」에 따라 설립된 한국무역보험공사
4 개인"
금융보안법률,신용정보,"다음 중 신용정보업 허가와 관련된 설명으로 옳은 것은?
1 금융위원회는 허가에 조건을 붙일 수 없다.
2 허가 신청서의 작성 방법은 대통령령으로 정한다.
3 허가 여부는 신청 후 6개월 이내에 결정된다.
4 허가 신청서에 흠결이 있을 때는 보완을 요구할 수 있다."
금융보안법률,신용정보,"다음 중 신용정보회사의 대주주가 되기 위해 필요한 조건으로 옳은 것은?
1 기존 대주주의 사망 시, 주식 취득 후 6개월 이내에 금융위원회에 승인을 신청해야 한다.
2 국가 및 공공기관은 대주주 변경승인 없이 주식을 취득할 수 있다.
3 대주주가 되기 위해서는 반드시 금융위원회의 승인을 받아야 한다.
4 주식을 취득한 후 승인 없이 의결권을 행사할 수 있다."
금융보안법률,신용정보,"다음 중 금융위원회에 보고해야 하는 사항으로 옳지 않은 것은?
1 적격성 심사대상이 충족하지 못하는 적격성 유지요건의 내용 및 충족하지 못하게 된 사유
2 향후 적격성 유지요건 충족 가능 여부
3 적격성 심사대상과 해당 심사대상회사의 거래 관계
4 적격성 심사대상의 개인 신용 점수"
금융보안법률,신용정보,"다음 중 신용정보회사, 본인신용정보관리회사 및 채권추심회사가 겸영할 수 있는 업무로 올바르게 나열된 것은?
1 본인신용정보관리업, 전자문서중계 업무, 클라우드컴퓨팅서비스 제공자 업무
2 본인신용정보관리업, 민원서류 열람 및 교부신청 업무, 클라우드컴퓨팅서비스 제공자 업무
3 전자문서중계 업무, 기한 전 채무납입 안내 대행 업무, 클라우드컴퓨팅서비스 제공자 업무
4 본인신용정보관리업, 전자문서중계 업무, 기한 전 채무납입 안내 대행 업무"
금융보안법률,신용정보,"다음 중 신용정보법 시행령 제11조의2 제5항 제3호에서 ""그 밖에 금융위원회가 정하여 고시하는 업무""에 해당하지 않는 것은?
1 업무용 부동산의 임대차
2 기업 및 법인 또는 그 상품의 홍보ㆍ광고
3 민원서류 열람 및 교부신청 업무
4 신용정보회사 대주주 변경승인 심사"
금융보안법률,신용정보,"다음 중 신용정보법 제12조에 따라 허가받지 않은 자가 사용할 수 없는 명칭에 해당하지 않는 것은?
1 신용정보
2 신용조사
3 개인신용평가
4 금융자문"
금융보안법률,신용정보,"다음 중 신용정보법 제12조에 따라 허가받지 않은 자가 사용할 수 있는 명칭은?
1 신용관리
2 마이데이터
3 채권추심
4 금융컨설팅"
금융보안법률,신용정보,"신용정보회사, 본인신용정보관리회사 및 채권추심회사의 상임 임원이 금융위원회의 승인 없이 종사할 수 없는 업무는 무엇인가?
1 비영리법인의 상무
2 다른 영리법인의 상무
3 정부기관의 상무
4 자선단체의 상무"
금융보안법률,신용정보,"다음 중 신용정보를 수집할 때 해당 신용정보주체의 동의를 받지 않아도 되는 경우는?
1 신용정보주체가 동의한 경우
2 법령에 따라 공시되거나 공개된 정보인 경우
3 신용정보주체가 직접 공개한 정보가 아닌 경우
4 신용정보주체의 동의를 받지 않은 경우"
금융보안법률,신용정보,"신용정보의 처리를 위탁받은 자가 법을 위반하여 신용정보주체에게 손해를 가한 경우, 위탁자의 책임은 무엇인가?

1 위탁자는 수탁자와 연대하여 손해를 배상할 책임이 있다.
2 위탁자는 수탁자의 손해배상 책임을 대신 진다.
3 위탁자는 수탁자의 손해배상 책임을 면제받는다.
4 위탁자는 수탁자에게 손해배상 청구를 할 수 있다."
금융보안법률,신용정보,"다음 중 정보집합물의 결합 절차에 대한 설명으로 옳은 것은?
1 신용정보회사등은 정보집합물을 결합할 때 데이터전문기관을 통하지 않아도 된다.
2 데이터전문기관은 결합된 정보집합물을 전달할 때 원본 상태로 전달해야 한다.
3 정보집합물의 결합은 반드시 데이터전문기관을 통해 이루어져야 한다.
4 결합된 정보집합물은 결합키를 포함한 상태로 전달해야 한다."
금융보안법률,신용정보,"다음 중 정보집합물 결합 시 데이터전문기관이 준수해야 할 사항으로 옳지 않은 것은?
1 결합키를 생성하는 절차와 방식은 금융위원회가 정하여 고시하는 바에 따라 결정한다.
2 결합된 정보집합물을 전달하기 전 결합키를 삭제하거나 대체해야 한다.
3 결합의뢰기관이 제공한 정보집합물은 암호화 등의 보호조치를 하여 전달해야 한다.
4 결합된 정보집합물은 원본 상태로 결합의뢰기관에 전달해야 한다."
금융보안법률,신용정보,"다음 중 신용정보의 정확성 및 최신성을 유지하기 위해 금융위원회가 정하여 고시하는 기준과 절차에 따라 신용정보를 등록, 변경, 관리해야 하는 주체가 아닌 것은?
1 신용정보회사
2 채권추심회사
3 신용정보집중기관
4 신용정보주체"
금융보안법률,신용정보,"신용정보법 제20조에 따른 신용정보 관리책임자의 업무에 해당하지 않는 것은?
1 신용정보 유출 등을 방지하기 위한 내부통제시스템의 구축 및 운영
2 임직원 및 전속 모집인 등의 신용정보보호 관련 법령 및 규정 준수 여부 점검
3 신용정보주체의 권리행사 및 피해구제 절차 마련
4 신용정보의 외부 제공을 위한 계약 체결"
금융보안법률,신용정보,"다음 중 신용정보제공ㆍ이용자가 개인신용정보를 관리대상에서 삭제해야 하는 최대 기간은?
1 3개월
2 1년
3 3년
4 5년"
금융보안법률,신용정보,"다음 중 신용정보제공ㆍ이용자가 개인신용정보를 관리대상에서 삭제하지 않아도 되는 경우는?
1 금융거래가 종료된 날부터 5년이 지난 경우
2 정보 수집ㆍ제공 등의 목적이 달성된 경우
3 신용정보주체의 요청이 있는 경우
4 대통령령으로 정하는 바에 따라 관리해야 하는 경우"
금융보안법률,신용정보,"다음 중 신용정보회사가 폐업 시 보유정보를 처리하는 방법으로 옳은 것은?
1 보유정보를 다른 회사에 양도한다.
2 보유정보를 금융위원회가 정하여 고시하는 바에 따라 처분하거나 폐기한다.
3 보유정보를 영구 보관한다.
4 보유정보를 고객에게 반환한다."
금융보안법률,전자금융,"전자금융거래법 제2조에 따르면, 전자금융업자가 제공하는 서비스에 해당하는 것은 무엇인가?
1 대출 상담
2 계좌 개설
3 온라인 송금
4 보험 가입"
금융보안법률,전자금융,"전자금융거래에서 전자문서의 사용에 관한 설명으로 옳은 것은?
1 전자문서는 모든 거래에서 동일한 것으로 간주된다.
2 전자문서는 전자금융거래계약에 따라 확인절차를 거칠 수 있다.
3 전자문서는 「전자문서 및 전자거래 기본법」의 적용을 받지 않는다.
4 전자문서는 금융회사에 의해 일괄적으로 관리된다."
금융보안법률,전자금융,"금융회사 등이 전자적 장치의 작동오류로 인해 이용자의 접근매체를 획득한 경우, 반환 시 필요한 조치는 무엇인가?
1 접근매체의 즉시 폐기
2 본인임을 확인할 수 있는 신분증 제시 요청
3 접근매체의 임시 보관
4 접근매체의 대여"
금융보안법률,전자금융,"전자금융거래법 제6조의2에 따르면, 불법 광고에 이용된 전화번호에 대해 전기통신역무 제공의 중지를 요청할 수 있는 기관은?
1 과학기술정보통신부장관
2 검찰총장
3 금융회사
4 방송통신위원회"
금융보안법률,전자금융,"다음 중 전자금융거래법 제6조의3에 따라 계좌정보의 사용 및 관리에 대한 설명으로 옳은 것은?
1 계좌정보는 범죄에 이용될 가능성이 있어도 제공할 수 있다.
2 계좌정보는 범죄에 이용될 것을 알면서도 보관할 수 있다.
3 계좌정보는 범죄에 이용될 목적으로 제공받아서는 안 된다.
4 계좌정보는 범죄에 이용될 가능성이 있어도 유통할 수 있다."
금융보안법률,전자금융,"전자금융거래법 제7조에 따라 금융회사 또는 전자금융업자가 거래내용을 확인할 수 있도록 해야 하는 경우, 전자적 장치의 운영장애로 인해 거래내용을 확인할 수 없는 때에는 어떻게 해야 하는가?
1 즉시 이용자에게 서면으로 알린다.
2 즉시 인터넷 등을 이용하여 그 사유를 알린다.
3 즉시 전화로 이용자에게 알린다.
4 즉시 전자우편으로 이용자에게 알린다."
금융보안법률,전자금융,"전자금융거래법 제7조에 따라 거래내용의 대상기간은 무엇에 따라 결정되는가?
1 전자금융거래의 종류
2 전자금융거래기록의 보존기간
3 전자금융거래의 금액
4 전자금융거래의 상대방 정보"
금융보안법률,전자금융,"금융회사 또는 전자금융업자가 이용자에게 손해를 배상할 책임이 있는 경우로 옳은 것은?
1 접근매체의 위조나 변조로 발생한 사고
2 이용자의 고의로 인한 사고
3 전자금융거래와 무관한 사고
4 금융회사의 내부 규정 위반으로 인한 사고"
금융보안법률,전자금융,"다음 중 금융회사 또는 전자금융업자가 책임을 일부 또는 전부 이용자에게 부담시킬 수 있는 경우는?
1 접근매체의 위조로 인한 사고
2 이용자의 중대한 과실로 인한 사고
3 전자금융거래와 무관한 사고
4 금융회사의 내부 규정 위반으로 인한 사고"
금융보안법률,전자금융,"전자지급거래계약의 효력에 관한 설명으로 옳은 것은?
1 금융회사는 전자지급거래를 위해 수취인에게 직접 자금을 지급해야 한다.
2 전자금융업자는 지급이 이루어지지 않을 경우 수취인에게 자금을 반환해야 한다.
3 지급인이 거래지시한 금액은 수취인의 금융회사에 전송되어야 한다.
4 전자지급거래는 지급인의 과실로 인해 이루어지지 않을 경우에도 비용을 공제할 수 없다."
금융보안법률,전자금융,"전자금융거래법 제13조에 따르면, 전자자금이체의 지급 효력이 발생하는 시점은 언제인가?
1 원장에 입금기록이 끝난 때
2 전자자금이체 명령이 발신된 때
3 전자자금이체가 완료된 때
4 전자자금이체가 승인된 때"
금융보안법률,전자금융,"전자금융거래법 제14조에 따르면, 이용자가 거래지시를 철회할 수 있는 시점은 언제인가?
1 지급의 효력이 발생한 후
2 지급의 효력이 발생하기 전
3 거래가 완료된 후
4 거래가 시작된 후"
금융보안법률,전자금융,"전자금융거래법 제14조에 의하면, 대량으로 처리하는 거래의 경우 거래지시 철회 시기를 어떻게 정할 수 있는가?
1 금융회사가 임의로 결정한다.
2 이용자가 임의로 결정한다.
3 미리 정한 약정에 따라 정할 수 있다.
4 거래가 완료된 후에 정할 수 있다."
금융보안법률,전자금융,"전자금융거래법 제15조에 따라 추심이체의 출금 동의를 받는 방법으로 적절한 것은?
1 금융회사가 지급인으로부터 구두로 동의를 받는 방법
2 수취인이 지급인으로부터 서면으로 동의를 받아 금융회사에 전달하는 방법
3 전자금융업자가 지급인에게 이메일로 동의를 요청하는 방법
4 수취인이 지급인으로부터 구두로 동의를 받아 전자금융업자에게 전달하는 방법"
금융보안법률,전자금융,"전자금융거래법 제15조에 명시된 출금 동의 방법 중 금융위원회가 정하는 방법에 해당하지 않는 것은?
1 서면 동의
2 녹취 동의
3 이메일 동의
4 전자문서 동의"
금융보안법률,전자금융,"전자화폐를 발행하는 금융회사 또는 전자금융업자가 전자화폐를 발행할 때 반드시 해야 할 조치로 옳은 것은?
1 전자화폐의 발행 시 식별번호를 부여하고 실지명의 또는 예금계좌와 연결하여 관리해야 한다.
2 전자화폐의 발행 시 현금과 동일한 가치로 교환할 필요는 없다.
3 전자화폐 보유자의 요청에 따라 전자화폐를 현금으로 교환할 의무는 없다.
4 전자화폐의 발행 및 교환의 방법과 절차는 금융회사가 자율적으로 정한다."
금융보안법률,전자금융,"전자화폐발행자가 전자화폐 보유자의 교환 요청에 따라 해야 할 조치로 옳은 것은?
1 전자화폐를 현금 또는 예금으로 교환할 의무가 없다.
2 전자화폐를 발행한 모든 장소에서 교환에 응해야 한다.
3 전자화폐의 교환 요구 시 15일 이내에 처리해야 한다.
4 전자화폐의 교환은 발행자의 중앙전산시스템을 경유하지 않아도 된다."
금융보안법률,전자금융,"전자화폐보유자가 재화를 구입하고 그 대금을 전자화폐로 지급한 경우, 그 대금의 지급에 관한 채무는 어떻게 되는가?
1 변제되지 않는다.
2 변제된 것으로 본다.
3 일부만 변제된 것으로 본다.
4 변제 여부는 수취인에 따라 다르다."
금융보안법률,전자금융,"전자화폐로 대금을 지급할 때, 지급의 효력이 발생하기 위한 조건은 무엇인가?
1 전자화폐보유자가 동의해야 한다.
2 수취인과의 합의가 있어야 한다.
3 금융회사의 승인이 필요하다.
4 전자화폐의 발행자가 보증해야 한다."
금융보안법률,전자금융,"전자화폐 보유자가 전자화폐를 타인에게 양도하거나 담보로 제공할 수 있는 조건으로 올바른 것은?
1 발행자의 중앙전산시스템을 경유해야 한다.
2 발행자의 동의 없이 양도할 수 있다.
3 실지명의가 확인되지 않아야 한다.
4 발행자의 승인 없이 담보로 제공할 수 있다."
금융보안법률,전자금융,"다음 중 전자화폐의 양도성에 대한 설명으로 옳지 않은 것은?
1 전자화폐는 발행자와의 약정에 따라 타인에게 양도할 수 있다.
2 실지명의가 확인되지 않는 경우에도 양도할 수 있다.
3 전자화폐는 담보로 제공할 수 없다.
4 양도 시 발행자의 중앙전산시스템을 경유해야 한다."
금융보안법률,전자금융,"선불전자지급수단의 환급과 관련하여 금융회사 또는 전자금융업자가 잔액의 전부를 지급한다는 내용을 약관에 포함시켜야 하는 경우는?
1 선불전자지급수단의 결함으로 가맹점이 재화 또는 용역을 제공하지 못하는 경우
2 선불전자지급수단의 발행잔액이 일정비율 이상인 경우
3 가맹점의 사업주가 동일한 경우에만 사용되는 경우
4 이용자가 미리 직접 대가를 지불하지 않은 경우"
금융보안법률,전자금융,"전자채권의 양도가 「민법」 제450조제1항의 규정에 따른 대항요건을 갖추기 위해 필요한 조건으로 옳은 것은?
1 양도인의 채권양도의 통지 또는 채무자의 승낙이 구두로 이루어질 것
2 양도인의 채권양도의 통지 또는 채무자의 승낙이 전자서명된 전자문서로 이루어질 것
3 양도인의 채권양도의 통지 또는 채무자의 승낙이 서면으로 이루어질 것
4 양도인의 채권양도의 통지 또는 채무자의 승낙이 이메일로 이루어질 것"
금융보안법률,전자금융,"전자금융거래법 제21조의3에 따르면, 금융회사 및 전자금융업자가 전자금융거래의 안전성과 신뢰성을 확보하기 위해 수행해야 하는 조치로 옳은 것은?
1 전자금융기반시설의 취약점 분석 및 평가
2 전자금융거래 기록의 파기
3 정보보호최고책임자의 임명
4 전자적 침해행위의 금지"
금융보안법률,전자금융,"전자금융거래법 제21조에 따라 금융회사 및 전자금융업자가 전자금융기반시설의 취약점 분석ㆍ평가 결과를 보고해야 하는 기관은 어디인가?
1 금융감독원
2 금융위원회
3 정보보호위원회
4 대통령령"
